dept_name,relative_url,full_url,likelihood_force_by_pop,likelihood_force_by_arrests,no_data_found,name,full_url_r,LA_numbers,NYC_numbers,Chicago_numbers
"Montgomery, Somerset",/database/pd-dept/montgomery-somerset,http://force.nj.com/database/pd-dept/montgomery-somerset,,,,"Montgomery, Somerset",http://force.nj.com/database/pd-dept/montgomery-somerset,0,0,1
"Montvale, Bergen",/database/pd-dept/montvale-bergen,http://force.nj.com/database/pd-dept/montvale-bergen,741%,60%,,"Montvale, Bergen",http://force.nj.com/database/pd-dept/montvale-bergen,0,4,4
"Montville, Morris",/database/pd-dept/montville-morris,http://force.nj.com/database/pd-dept/montville-morris,59%,76%,,"Montville, Morris",http://force.nj.com/database/pd-dept/montville-morris,0,12,13
"Moonachie & Teterboro, Bergen",/database/pd-dept/moonachie-bergen,http://force.nj.com/database/pd-dept/moonachie-bergen,,,,"Moonachie & Teterboro, Bergen",http://force.nj.com/database/pd-dept/moonachie-bergen,0,3,3
"Moorestown, Burlington",/database/pd-dept/moorestown-burlington,http://force.nj.com/database/pd-dept/moorestown-burlington,842%,6%,,"Moorestown, Burlington",http://force.nj.com/database/pd-dept/moorestown-burlington,0,10,11
"Morris Plains, Morris",/database/pd-dept/morris-plains-morris,http://force.nj.com/database/pd-dept/morris-plains-morris,,10%,,"Morris Plains, Morris",http://force.nj.com/database/pd-dept/morris-plains-morris,0,4,5
"Morris Township, Morris",/database/pd-dept/morris-township-morris,http://force.nj.com/database/pd-dept/morris-township-morris,429%,25%,,"Morris Township, Morris",http://force.nj.com/database/pd-dept/morris-township-morris,1,10,11
"Morristown, Morris",/database/pd-dept/morristown-morris,http://force.nj.com/database/pd-dept/morristown-morris,112%,3%,,"Morristown, Morris",http://force.nj.com/database/pd-dept/morristown-morris,4,32,37
"Mount Arlington, Morris",/database/pd-dept/mount-arlington-morris,http://force.nj.com/database/pd-dept/mount-arlington-morris,,,,"Mount Arlington, Morris",http://force.nj.com/database/pd-dept/mount-arlington-morris,0,2,2
"Mount Ephraim, Camden",/database/pd-dept/mount-ephraim-camden,http://force.nj.com/database/pd-dept/mount-ephraim-camden,101%,60%,,"Mount Ephraim, Camden",http://force.nj.com/database/pd-dept/mount-ephraim-camden,0,10,11
"Mount Holly, Burlington",/database/pd-dept/mount-holly-burlington,http://force.nj.com/database/pd-dept/mount-holly-burlington,408%,100%,,"Mount Holly, Burlington",http://force.nj.com/database/pd-dept/mount-holly-burlington,8,24,24
"Mount Laurel, Burlington",/database/pd-dept/mount-laurel-burlington,http://force.nj.com/database/pd-dept/mount-laurel-burlington,392%,3%,,"Mount Laurel, Burlington",http://force.nj.com/database/pd-dept/mount-laurel-burlington,0,28,28
"Mount Olive, Morris",/database/pd-dept/mount-olive-morris,http://force.nj.com/database/pd-dept/mount-olive-morris,31%,56%,,"Mount Olive, Morris",http://force.nj.com/database/pd-dept/mount-olive-morris,0,20,21
"Mountain Lakes, Morris",/database/pd-dept/mountain-lakes-morris,http://force.nj.com/database/pd-dept/mountain-lakes-morris,,,,"Mountain Lakes, Morris",http://force.nj.com/database/pd-dept/mountain-lakes-morris,0,0,0
"Mountainside, Union",/database/pd-dept/mountainside-union,http://force.nj.com/database/pd-dept/mountainside-union,,17%,,"Mountainside, Union",http://force.nj.com/database/pd-dept/mountainside-union,0,5,7
"Mullica, Atlantic",/database/pd-dept/mullica-atlantic,http://force.nj.com/database/pd-dept/mullica-atlantic,,11%,,"Mullica, Atlantic",http://force.nj.com/database/pd-dept/mullica-atlantic,0,4,4
"Neptune City, Monmouth",/database/pd-dept/neptune-city-monmouth,http://force.nj.com/database/pd-dept/neptune-city-monmouth,330%,28%,,"Neptune City, Monmouth",http://force.nj.com/database/pd-dept/neptune-city-monmouth,1,8,8
"Neptune Township, Monmouth",/database/pd-dept/neptune-township-monmouth,http://force.nj.com/database/pd-dept/neptune-township-monmouth,295%,79%,,"Neptune Township, Monmouth",http://force.nj.com/database/pd-dept/neptune-township-monmouth,14,52,53
"Netcong, Morris",/database/pd-dept/netcong-morris,http://force.nj.com/database/pd-dept/netcong-morris,,22%,,"Netcong, Morris",http://force.nj.com/database/pd-dept/netcong-morris,0,8,8
"New Brunswick, Middlesex",/database/pd-dept/new-brunswick-middlesex,http://force.nj.com/database/pd-dept/new-brunswick-middlesex,268%,78%,,"New Brunswick, Middlesex",http://force.nj.com/database/pd-dept/new-brunswick-middlesex,18,73,90
"New Milford, Bergen",/database/pd-dept/new-milford-bergen,http://force.nj.com/database/pd-dept/new-milford-bergen,48%,64%,,"New Milford, Bergen",http://force.nj.com/database/pd-dept/new-milford-bergen,0,9,9
"New Providence, Union",/database/pd-dept/new-providence-union,http://force.nj.com/database/pd-dept/new-providence-union,,,,"New Providence, Union",http://force.nj.com/database/pd-dept/new-providence-union,0,3,3
"Newark, Essex",/database/pd-dept/newark-essex,http://force.nj.com/database/pd-dept/newark-essex,133%,203%,,"Newark, Essex",http://force.nj.com/database/pd-dept/newark-essex,49,374,432
"Newfield, Gloucester",/database/pd-dept/newfield-gloucester,http://force.nj.com/database/pd-dept/newfield-gloucester,,,,"Newfield, Gloucester",http://force.nj.com/database/pd-dept/newfield-gloucester,0,0,0
"Newton, Sussex",/database/pd-dept/newton-sussex,http://force.nj.com/database/pd-dept/newton-sussex,221%,175%,,"Newton, Sussex",http://force.nj.com/database/pd-dept/newton-sussex,2,15,15
"North Arlington, Bergen",/database/pd-dept/north-arlington-bergen,http://force.nj.com/database/pd-dept/north-arlington-bergen,126%,69%,,"North Arlington, Bergen",http://force.nj.com/database/pd-dept/north-arlington-bergen,0,12,15
"North Bergen, Hudson",/database/pd-dept/north-bergen-hudson,http://force.nj.com/database/pd-dept/north-bergen-hudson,3%,92%,,"North Bergen, Hudson",http://force.nj.com/database/pd-dept/north-bergen-hudson,0,56,57
"North Brunswick, Middlesex",/database/pd-dept/north-brunswick-middlesex,http://force.nj.com/database/pd-dept/north-brunswick-middlesex,206%,33%,,"North Brunswick, Middlesex",http://force.nj.com/database/pd-dept/north-brunswick-middlesex,0,23,28
"North Caldwell, Essex",/database/pd-dept/north-caldwell-essex,http://force.nj.com/database/pd-dept/north-caldwell-essex,,,,"North Caldwell, Essex",http://force.nj.com/database/pd-dept/north-caldwell-essex,0,0,0
"North Haledon, Passaic",/database/pd-dept/north-haledon-passaic,http://force.nj.com/database/pd-dept/north-haledon-passaic,,114%,,"North Haledon, Passaic",http://force.nj.com/database/pd-dept/north-haledon-passaic,0,10,10
"North Hanover, Burlington",/database/pd-dept/north-hanover-burlington,http://force.nj.com/database/pd-dept/north-hanover-burlington,0%,4%,,"North Hanover, Burlington",http://force.nj.com/database/pd-dept/north-hanover-burlington,0,1,2
"North Plainfield, Somerset",/database/pd-dept/north-plainfield-somerset,http://force.nj.com/database/pd-dept/north-plainfield-somerset,8%,18%,,"North Plainfield, Somerset",http://force.nj.com/database/pd-dept/north-plainfield-somerset,6,28,29
"North Wildwood, Cape May",/database/pd-dept/north-wildwood-cape-may,http://force.nj.com/database/pd-dept/north-wildwood-cape-may,179%,18%,,"North Wildwood, Cape May",http://force.nj.com/database/pd-dept/north-wildwood-cape-may,3,42,42
"Northfield City, Atlantic",/database/pd-dept/northfield-atlantic,http://force.nj.com/database/pd-dept/northfield-atlantic,,95%,,"Northfield City, Atlantic",http://force.nj.com/database/pd-dept/northfield-atlantic,0,3,4
"Northvale & Rockleigh Borough, Bergen",/database/pd-dept/northvale-bergen,http://force.nj.com/database/pd-dept/northvale-bergen,,,,"Northvale & Rockleigh Borough, Bergen",http://force.nj.com/database/pd-dept/northvale-bergen,0,1,1
"Norwood, Bergen",/database/pd-dept/norwood-bergen,http://force.nj.com/database/pd-dept/norwood-bergen,,,,"Norwood, Bergen",http://force.nj.com/database/pd-dept/norwood-bergen,0,0,0
"Nutley, Essex",/database/pd-dept/nutley-essex,http://force.nj.com/database/pd-dept/nutley-essex,603%,58%,,"Nutley, Essex",http://force.nj.com/database/pd-dept/nutley-essex,2,34,36
"Oakland, Bergen",/database/pd-dept/oakland-bergen,http://force.nj.com/database/pd-dept/oakland-bergen,,,,"Oakland, Bergen",http://force.nj.com/database/pd-dept/oakland-bergen,0,6,7
"Oaklyn, Camden",/database/pd-dept/oaklyn-camden,http://force.nj.com/database/pd-dept/oaklyn-camden,,41%,,"Oaklyn, Camden",http://force.nj.com/database/pd-dept/oaklyn-camden,0,6,6
"Ocean City, Cape May",/database/pd-dept/ocean-city-cape-may,http://force.nj.com/database/pd-dept/ocean-city-cape-may,1289%,13%,,"Ocean City, Cape May",http://force.nj.com/database/pd-dept/ocean-city-cape-may,0,28,28
"Ocean Gate, Ocean",/database/pd-dept/ocean-gate-ocean,http://force.nj.com/database/pd-dept/ocean-gate-ocean,,,,"Ocean Gate, Ocean",http://force.nj.com/database/pd-dept/ocean-gate-ocean,0,4,4
"Oceanport, Monmouth",/database/pd-dept/oceanport-monmouth,http://force.nj.com/database/pd-dept/oceanport-monmouth,1311%,20%,,"Oceanport, Monmouth",http://force.nj.com/database/pd-dept/oceanport-monmouth,0,12,12
"Ocean Township, Monmouth",/database/pd-dept/ocean-township-monmouth,http://force.nj.com/database/pd-dept/ocean-township-monmouth,423%,29%,,"Ocean Township, Monmouth",http://force.nj.com/database/pd-dept/ocean-township-monmouth,1,22,23
"Ocean Township, Ocean",/database/pd-dept/ocean-township-ocean,http://force.nj.com/database/pd-dept/ocean-township-ocean,7519%,9%,,"Ocean Township, Ocean",http://force.nj.com/database/pd-dept/ocean-township-ocean,1,5,8
"Ogdensburg, Sussex",/database/pd-dept/ogdensburg-sussex,http://force.nj.com/database/pd-dept/ogdensburg-sussex,,,,"Ogdensburg, Sussex",http://force.nj.com/database/pd-dept/ogdensburg-sussex,0,3,3
"Old Bridge, Middlesex",/database/pd-dept/old-bridge-middlesex,http://force.nj.com/database/pd-dept/old-bridge-middlesex,201%,24%,,"Old Bridge, Middlesex",http://force.nj.com/database/pd-dept/old-bridge-middlesex,0,13,15
"Old Tappan, Bergen",/database/pd-dept/old-tappan-bergen,http://force.nj.com/database/pd-dept/old-tappan-bergen,,,,"Old Tappan, Bergen",http://force.nj.com/database/pd-dept/old-tappan-bergen,0,2,2
"Oradell, Bergen",/database/pd-dept/oradell-bergen,http://force.nj.com/database/pd-dept/oradell-bergen,,,,"Oradell, Bergen",http://force.nj.com/database/pd-dept/oradell-bergen,0,1,2
"Orange, Essex",/database/pd-dept/orange-essex,http://force.nj.com/database/pd-dept/orange-essex,76%,38%,,"Orange, Essex",http://force.nj.com/database/pd-dept/orange-essex,5,32,37
"Palisades Park, Bergen",/database/pd-dept/palisades-park-bergen,http://force.nj.com/database/pd-dept/palisades-park-bergen,,18%,,"Palisades Park, Bergen",http://force.nj.com/database/pd-dept/palisades-park-bergen,0,10,11
"Palmyra, Burlington",/database/pd-dept/palmyra-burlington,http://force.nj.com/database/pd-dept/palmyra-burlington,210%,4%,,"Palmyra, Burlington",http://force.nj.com/database/pd-dept/palmyra-burlington,0,7,7
"Paramus, Bergen",/database/pd-dept/paramus-bergen,http://force.nj.com/database/pd-dept/paramus-bergen,1530%,58%,,"Paramus, Bergen",http://force.nj.com/database/pd-dept/paramus-bergen,6,29,38
"Park Ridge, Bergen",/database/pd-dept/park-ridge-bergen,http://force.nj.com/database/pd-dept/park-ridge-bergen,26%,47%,,"Park Ridge, Bergen",http://force.nj.com/database/pd-dept/park-ridge-bergen,0,5,5
"Parsippany-Troy, Morris",/database/pd-dept/parsippany-troy-morris,http://force.nj.com/database/pd-dept/parsippany-troy-morris,93%,9%,,"Parsippany-Troy, Morris",http://force.nj.com/database/pd-dept/parsippany-troy-morris,2,26,26
"Passaic, Passaic",/database/pd-dept/passaic-passaic,http://force.nj.com/database/pd-dept/passaic-passaic,67%,158%,,"Passaic, Passaic",http://force.nj.com/database/pd-dept/passaic-passaic,13,84,88
"Paterson, Passaic",/database/pd-dept/paterson-passaic,http://force.nj.com/database/pd-dept/paterson-passaic,78%,459%,,"Paterson, Passaic",http://force.nj.com/database/pd-dept/paterson-passaic,35,233,252
"Paulsboro, Gloucester",/database/pd-dept/paulsboro-gloucester,http://force.nj.com/database/pd-dept/paulsboro-gloucester,210%,41%,,"Paulsboro, Gloucester",http://force.nj.com/database/pd-dept/paulsboro-gloucester,3,22,24
"Peapack-Gladstone, Somerset",/database/pd-dept/peapack-gladstone-somerset,http://force.nj.com/database/pd-dept/peapack-gladstone-somerset,,,,"Peapack-Gladstone, Somerset",http://force.nj.com/database/pd-dept/peapack-gladstone-somerset,0,1,1
"Pemberton Borough, Burlington",/database/pd-dept/pemberton-borough-burlington,http://force.nj.com/database/pd-dept/pemberton-borough-burlington,181%,26%,,"Pemberton Borough, Burlington",http://force.nj.com/database/pd-dept/pemberton-borough-burlington,0,5,5
"Pemberton Township, Burlington",/database/pd-dept/pemberton-township-burlington,http://force.nj.com/database/pd-dept/pemberton-township-burlington,147%,8%,,"Pemberton Township, Burlington",http://force.nj.com/database/pd-dept/pemberton-township-burlington,2,32,32
"Pennington, Mercer",/database/pd-dept/pennington-mercer,http://force.nj.com/database/pd-dept/pennington-mercer,,,,"Pennington, Mercer",http://force.nj.com/database/pd-dept/pennington-mercer,0,0,0
"Penns Grove, Salem",/database/pd-dept/penns-grove-salem,http://force.nj.com/database/pd-dept/penns-grove-salem,173%,59%,,"Penns Grove, Salem",http://force.nj.com/database/pd-dept/penns-grove-salem,3,7,8
"Pennsauken, Camden",/database/pd-dept/pennsauken-camden,http://force.nj.com/database/pd-dept/pennsauken-camden,106%,71%,,"Pennsauken, Camden",http://force.nj.com/database/pd-dept/pennsauken-camden,6,49,54
"Pennsville, Salem",/database/pd-dept/pennsville-salem,http://force.nj.com/database/pd-dept/pennsville-salem,1845%,19%,,"Pennsville, Salem",http://force.nj.com/database/pd-dept/pennsville-salem,4,14,14
"Pequannock, Morris",/database/pd-dept/pequannock-morris,http://force.nj.com/database/pd-dept/pequannock-morris,1673%,36%,,"Pequannock, Morris",http://force.nj.com/database/pd-dept/pequannock-morris,0,7,7
"Perth Amboy, Middlesex",/database/pd-dept/perth-amboy-middlesex,http://force.nj.com/database/pd-dept/perth-amboy-middlesex,65%,,,"Perth Amboy, Middlesex",http://force.nj.com/database/pd-dept/perth-amboy-middlesex,30,75,78
"Phillipsburg & Alpha, Warren",/database/pd-dept/phillipsburg-warren,http://force.nj.com/database/pd-dept/phillipsburg-warren,232%,40%,,"Phillipsburg & Alpha, Warren",http://force.nj.com/database/pd-dept/phillipsburg-warren,4,13,15
"Pine Beach, Ocean",/database/pd-dept/pine-beach-ocean,http://force.nj.com/database/pd-dept/pine-beach-ocean,,,,"Pine Beach, Ocean",http://force.nj.com/database/pd-dept/pine-beach-ocean,0,5,5
"Pine Hill, Camden",/database/pd-dept/pine-hill-camden,http://force.nj.com/database/pd-dept/pine-hill-camden,127%,25%,,"Pine Hill, Camden",http://force.nj.com/database/pd-dept/pine-hill-camden,2,15,15
"Piscataway, Middlesex",/database/pd-dept/piscataway-middlesex,http://force.nj.com/database/pd-dept/piscataway-middlesex,22%,37%,,"Piscataway, Middlesex",http://force.nj.com/database/pd-dept/piscataway-middlesex,0,13,16
"Pitman, Gloucester",/database/pd-dept/pitman-gloucester,http://force.nj.com/database/pd-dept/pitman-gloucester,706%,56%,,"Pitman, Gloucester",http://force.nj.com/database/pd-dept/pitman-gloucester,0,5,6
"Plainfield, Union",/database/pd-dept/plainfield-union,http://force.nj.com/database/pd-dept/plainfield-union,38%,66%,,"Plainfield, Union",http://force.nj.com/database/pd-dept/plainfield-union,4,45,47
"Plainsboro, Middlesex",/database/pd-dept/plainsboro-middlesex,http://force.nj.com/database/pd-dept/plainsboro-middlesex,178%,12%,,"Plainsboro, Middlesex",http://force.nj.com/database/pd-dept/plainsboro-middlesex,0,23,23
"Pleasantville, Atlantic",/database/pd-dept/pleasantville-atlantic,http://force.nj.com/database/pd-dept/pleasantville-atlantic,44%,32%,,"Pleasantville, Atlantic",http://force.nj.com/database/pd-dept/pleasantville-atlantic,9,36,39
"Plumsted, Ocean",/database/pd-dept/plumsted-ocean,http://force.nj.com/database/pd-dept/plumsted-ocean,,89%,,"Plumsted, Ocean",http://force.nj.com/database/pd-dept/plumsted-ocean,0,1,1
"Pohatcong, Warren",/database/pd-dept/pohatcong-warren,http://force.nj.com/database/pd-dept/pohatcong-warren,,153%,,"Pohatcong, Warren",http://force.nj.com/database/pd-dept/pohatcong-warren,0,5,6
"Point Pleasant Beach, Ocean",/database/pd-dept/point-pleasant-beach-ocean,http://force.nj.com/database/pd-dept/point-pleasant-beach-ocean,2331%,10%,,"Point Pleasant Beach, Ocean",http://force.nj.com/database/pd-dept/point-pleasant-beach-ocean,1,40,40
"Point Pleasant, Ocean",/database/pd-dept/point-pleasant-ocean,http://force.nj.com/database/pd-dept/point-pleasant-ocean,,,,"Point Pleasant, Ocean",http://force.nj.com/database/pd-dept/point-pleasant-ocean,1,15,16
"Pompton Lakes, Passaic",/database/pd-dept/pompton-lakes-passaic,http://force.nj.com/database/pd-dept/pompton-lakes-passaic,29976%,385%,,"Pompton Lakes, Passaic",http://force.nj.com/database/pd-dept/pompton-lakes-passaic,5,15,16
"Princeton & Princeton Borough (2012 only), Mercer",/database/pd-dept/princeton-mercer,http://force.nj.com/database/pd-dept/princeton-mercer,493%,57%,,"Princeton & Princeton Borough (2012 only), Mercer",http://force.nj.com/database/pd-dept/princeton-mercer,0,17,17
"Prospect Park, Passaic",/database/pd-dept/prospect-park-passaic,http://force.nj.com/database/pd-dept/prospect-park-passaic,1%,162%,,"Prospect Park, Passaic",http://force.nj.com/database/pd-dept/prospect-park-passaic,0,5,6
"Rahway, Union",/database/pd-dept/rahway-union,http://force.nj.com/database/pd-dept/rahway-union,23%,3%,,"Rahway, Union",http://force.nj.com/database/pd-dept/rahway-union,2,21,25
"Ramsey, Bergen",/database/pd-dept/ramsey-bergen,http://force.nj.com/database/pd-dept/ramsey-bergen,5987%,55%,,"Ramsey, Bergen",http://force.nj.com/database/pd-dept/ramsey-bergen,1,17,17
"Randolph, Morris",/database/pd-dept/randolph-morris,http://force.nj.com/database/pd-dept/randolph-morris,249%,27%,,"Randolph, Morris",http://force.nj.com/database/pd-dept/randolph-morris,1,19,19
"Raritan, Hunterdon",/database/pd-dept/raritan-hunterdon,http://force.nj.com/database/pd-dept/raritan-hunterdon,775%,36%,,"Raritan, Hunterdon",http://force.nj.com/database/pd-dept/raritan-hunterdon,0,8,8
"Raritan, Somerset",/database/pd-dept/raritan-somerset,http://force.nj.com/database/pd-dept/raritan-somerset,1568%,83%,,"Raritan, Somerset",http://force.nj.com/database/pd-dept/raritan-somerset,0,11,11
"Readington, Hunterdon",/database/pd-dept/readington-hunterdon,http://force.nj.com/database/pd-dept/readington-hunterdon,4444%,117%,,"Readington, Hunterdon",http://force.nj.com/database/pd-dept/readington-hunterdon,0,5,5
"Red Bank, Monmouth",/database/pd-dept/red-bank-monmouth,http://force.nj.com/database/pd-dept/red-bank-monmouth,174%,79%,,"Red Bank, Monmouth",http://force.nj.com/database/pd-dept/red-bank-monmouth,10,21,25
"Ridgefield Park, Bergen",/database/pd-dept/ridgefield-park-bergen,http://force.nj.com/database/pd-dept/ridgefield-park-bergen,32%,40%,,"Ridgefield Park, Bergen",http://force.nj.com/database/pd-dept/ridgefield-park-bergen,0,20,21
"Ridgefield, Bergen",/database/pd-dept/ridgefield-bergen,http://force.nj.com/database/pd-dept/ridgefield-bergen,,,,"Ridgefield, Bergen",http://force.nj.com/database/pd-dept/ridgefield-bergen,0,5,5
"Ridgewood, Bergen",/database/pd-dept/ridgewood-bergen,http://force.nj.com/database/pd-dept/ridgewood-bergen,405%,35%,,"Ridgewood, Bergen",http://force.nj.com/database/pd-dept/ridgewood-bergen,1,20,20
"Ringwood, Passaic",/database/pd-dept/ringwood-passaic,http://force.nj.com/database/pd-dept/ringwood-passaic,419%,66%,,"Ringwood, Passaic",http://force.nj.com/database/pd-dept/ringwood-passaic,0,14,14
"River Edge, Bergen",/database/pd-dept/river-edge-bergen,http://force.nj.com/database/pd-dept/river-edge-bergen,,,,"River Edge, Bergen",http://force.nj.com/database/pd-dept/river-edge-bergen,0,5,5
"River Vale, Bergen",/database/pd-dept/river-vale-bergen,http://force.nj.com/database/pd-dept/river-vale-bergen,,,,"River Vale, Bergen",http://force.nj.com/database/pd-dept/river-vale-bergen,0,1,1
"Riverdale, Morris",/database/pd-dept/riverdale-morris,http://force.nj.com/database/pd-dept/riverdale-morris,,32%,,"Riverdale, Morris",http://force.nj.com/database/pd-dept/riverdale-morris,0,6,6
"Riverside, Burlington",/database/pd-dept/riverside-burlington,http://force.nj.com/database/pd-dept/riverside-burlington,160%,53%,,"Riverside, Burlington",http://force.nj.com/database/pd-dept/riverside-burlington,1,13,15
"Riverton, Burlington",/database/pd-dept/riverton-burlington,http://force.nj.com/database/pd-dept/riverton-burlington,,,,"Riverton, Burlington",http://force.nj.com/database/pd-dept/riverton-burlington,0,2,2
"Robbinsville, Mercer",/database/pd-dept/robbinsville-mercer,http://force.nj.com/database/pd-dept/robbinsville-mercer,328%,31%,,"Robbinsville, Mercer",http://force.nj.com/database/pd-dept/robbinsville-mercer,0,11,11
"Rochelle Park, Bergen",/database/pd-dept/rochelle-park-bergen,http://force.nj.com/database/pd-dept/rochelle-park-bergen,1975%,4%,,"Rochelle Park, Bergen",http://force.nj.com/database/pd-dept/rochelle-park-bergen,1,8,9
"Rockaway Borough, Morris",/database/pd-dept/rockaway-borough-morris,http://force.nj.com/database/pd-dept/rockaway-borough-morris,,57%,,"Rockaway Borough, Morris",http://force.nj.com/database/pd-dept/rockaway-borough-morris,0,2,2
"Rockaway Township, Morris",/database/pd-dept/rockaway-township-morris,http://force.nj.com/database/pd-dept/rockaway-township-morris,1077%,151%,,"Rockaway Township, Morris",http://force.nj.com/database/pd-dept/rockaway-township-morris,0,10,10
"Roseland, Essex",/database/pd-dept/roseland-essex,http://force.nj.com/database/pd-dept/roseland-essex,,,,"Roseland, Essex",http://force.nj.com/database/pd-dept/roseland-essex,0,3,3
"Roselle Park, Union",/database/pd-dept/roselle-park-union,http://force.nj.com/database/pd-dept/roselle-park-union,449%,25%,,"Roselle Park, Union",http://force.nj.com/database/pd-dept/roselle-park-union,2,19,19
"Roselle, Union",/database/pd-dept/roselle-union,http://force.nj.com/database/pd-dept/roselle-union,46%,12%,,"Roselle, Union",http://force.nj.com/database/pd-dept/roselle-union,9,35,47
"Roxbury, Morris",/database/pd-dept/roxbury-morris,http://force.nj.com/database/pd-dept/roxbury-morris,41%,65%,,"Roxbury, Morris",http://force.nj.com/database/pd-dept/roxbury-morris,0,20,21
"Rumson, Monmouth",/database/pd-dept/rumson-monmouth,http://force.nj.com/database/pd-dept/rumson-monmouth,,,,"Rumson, Monmouth",http://force.nj.com/database/pd-dept/rumson-monmouth,0,1,3
"Runnemede, Camden",/database/pd-dept/runnemede-camden,http://force.nj.com/database/pd-dept/runnemede-camden,,,,"Runnemede, Camden",http://force.nj.com/database/pd-dept/runnemede-camden,0,0,0
"Rutherford, Bergen",/database/pd-dept/rutherford-bergen,http://force.nj.com/database/pd-dept/rutherford-bergen,636%,143%,,"Rutherford, Bergen",http://force.nj.com/database/pd-dept/rutherford-bergen,0,14,14
"Saddle Brook, Bergen",/database/pd-dept/saddle-brook-bergen,http://force.nj.com/database/pd-dept/saddle-brook-bergen,,119%,,"Saddle Brook, Bergen",http://force.nj.com/database/pd-dept/saddle-brook-bergen,0,3,4
"Saddle River, Bergen",/database/pd-dept/saddle-river-bergen,http://force.nj.com/database/pd-dept/saddle-river-bergen,,,,"Saddle River, Bergen",http://force.nj.com/database/pd-dept/saddle-river-bergen,0,0,0
"Salem City, Salem",/database/pd-dept/salem-city-salem,http://force.nj.com/database/pd-dept/salem-city-salem,112%,,,"Salem City, Salem",http://force.nj.com/database/pd-dept/salem-city-salem,3,14,15
"Sayreville, Middlesex",/database/pd-dept/sayreville-middlesex,http://force.nj.com/database/pd-dept/sayreville-middlesex,32%,7%,,"Sayreville, Middlesex",http://force.nj.com/database/pd-dept/sayreville-middlesex,0,34,40
"Scotch Plains, Union",/database/pd-dept/scotch-plains-union,http://force.nj.com/database/pd-dept/scotch-plains-union,276%,17%,,"Scotch Plains, Union",http://force.nj.com/database/pd-dept/scotch-plains-union,0,13,15
"Sea Bright, Monmouth",/database/pd-dept/sea-bright-monmouth,http://force.nj.com/database/pd-dept/sea-bright-monmouth,275%,184%,,"Sea Bright, Monmouth",http://force.nj.com/database/pd-dept/sea-bright-monmouth,0,7,7
"Sea Girt, Monmouth",/database/pd-dept/sea-girt-monmouth,http://force.nj.com/database/pd-dept/sea-girt-monmouth,497%,76%,,"Sea Girt, Monmouth",http://force.nj.com/database/pd-dept/sea-girt-monmouth,0,6,9
"Sea Isle City, Cape May",/database/pd-dept/sea-isle-city-cape-may,http://force.nj.com/database/pd-dept/sea-isle-city-cape-may,729%,49%,,"Sea Isle City, Cape May",http://force.nj.com/database/pd-dept/sea-isle-city-cape-may,0,23,24
"Seaside Heights, Ocean",/database/pd-dept/seaside-heights-ocean,http://force.nj.com/database/pd-dept/seaside-heights-ocean,772%,42%,,"Seaside Heights, Ocean",http://force.nj.com/database/pd-dept/seaside-heights-ocean,4,28,46
"Seaside Park, Ocean",/database/pd-dept/seaside-park-ocean,http://force.nj.com/database/pd-dept/seaside-park-ocean,4364%,24%,,"Seaside Park, Ocean",http://force.nj.com/database/pd-dept/seaside-park-ocean,0,6,9
"Secaucus, Hudson",/database/pd-dept/secaucus-hudson,http://force.nj.com/database/pd-dept/secaucus-hudson,305%,35%,,"Secaucus, Hudson",http://force.nj.com/database/pd-dept/secaucus-hudson,1,41,41
"Ship Bottom, Ocean",/database/pd-dept/ship-bottom-ocean,http://force.nj.com/database/pd-dept/ship-bottom-ocean,,,,"Ship Bottom, Ocean",http://force.nj.com/database/pd-dept/ship-bottom-ocean,0,7,8
"Shrewsbury, Monmouth",/database/pd-dept/shrewsbury-monmouth,http://force.nj.com/database/pd-dept/shrewsbury-monmouth,9405%,59%,,"Shrewsbury, Monmouth",http://force.nj.com/database/pd-dept/shrewsbury-monmouth,0,3,3
"Somerdale, Camden",/database/pd-dept/somerdale-camden,http://force.nj.com/database/pd-dept/somerdale-camden,210%,81%,,"Somerdale, Camden",http://force.nj.com/database/pd-dept/somerdale-camden,0,6,7
"Somers Point, Atlantic",/database/pd-dept/somers-point-atlantic,http://force.nj.com/database/pd-dept/somers-point-atlantic,130%,10%,,"Somers Point, Atlantic",http://force.nj.com/database/pd-dept/somers-point-atlantic,1,11,13
"Somerville, Somerset",/database/pd-dept/somerville-somerset,http://force.nj.com/database/pd-dept/somerville-somerset,207%,17%,,"Somerville, Somerset",http://force.nj.com/database/pd-dept/somerville-somerset,4,24,26
"South Amboy, Middlesex",/database/pd-dept/south-amboy-middlesex,http://force.nj.com/database/pd-dept/south-amboy-middlesex,824%,99%,,"South Amboy, Middlesex",http://force.nj.com/database/pd-dept/south-amboy-middlesex,0,16,18
"South Bound Brook, Somerset",/database/pd-dept/south-bound-brook-somerset,http://force.nj.com/database/pd-dept/south-bound-brook-somerset,204%,12%,,"South Bound Brook, Somerset",http://force.nj.com/database/pd-dept/south-bound-brook-somerset,0,6,10
"South Brunswick, Middlesex",/database/pd-dept/south-brunswick-middlesex,http://force.nj.com/database/pd-dept/south-brunswick-middlesex,114%,19%,,"South Brunswick, Middlesex",http://force.nj.com/database/pd-dept/south-brunswick-middlesex,0,34,36
"South Hackensack, Bergen",/database/pd-dept/south-hackensack-bergen,http://force.nj.com/database/pd-dept/south-hackensack-bergen,,95%,,"South Hackensack, Bergen",http://force.nj.com/database/pd-dept/south-hackensack-bergen,0,2,3
